titles,intros,genres
괴담도서관,화창한오후의햇살에늦장을부리거나때아닌커피한잔의유혹에카페손잡이에손이가거나그런적이당신에게도있으신가요스마트폰을보고있자면그런유혹에빠져들때가많이들있겠죠게임이나유튜브나그런것들여기괴담도서관도혹시클릭해보셨나요한번클릭하면멈출수없는공포가당신을기다릴텐데말이죠어떤가요미스테리한상상력을자극할미지의영역에발을들여놓고싶지않으신가요,공포미스테리
우리만아는사람들,모두가행복할때불행한사람들이여기있습니다당신이그토록감추고또는삭혀왔던인간의본능을이짧은이야기속에서마음껏즐기세요단여기서마주친사람들은우리끼리만알기로해요발설할시책임은이소개를보는당신이져야합니다아시겠죠감사합니다,공포미스테리
마졸빙의빨로천마지존,왜하필듣보잡마졸이냐고이류소설가문선생자신의소설에빙의한다빙의자는소설의주인공이아닌호천마지존을꿈꾸는마졸의무림일대기,무협
대학원생이야기,교수님아무리그래도괴담연구는좀아니지않습니까입닫고다녀오게졸업안하고싶나괴이와초상현상이난무하는한국진흥대학교내에서벌어지는초상현상에휘말리는두대학원생소명과강민은과연무사히살아남아졸업할수있을까,공포미스테리
듀얼세이버,수많은차원계에오직한명만이존재하는영웅의별잠들어있는검을깨우는영웅이나타난순간세상이바뀌리라그런데네놈은누구냐나는영웅을기다렸건만이놈은도대체뭐란말인가대체여기가어딘데구원자로선택된세한의뒤죽박죽인생이대로버림받고마는것인가,퓨전판타지
년대한광복만세,현대의모든지식과이론을지닌인간인터넷능력을가지고과거로가면무엇을할수있을까역사에서단한사건을바꿀수있다면어떻게할래어떤사건을어떻게바꾸고싶어일본이세계차대전에서독일과오스트리아편을들게할래요그랬으면일본은세계차대전에서패배했을테고한국은그때독립할수있었을테니까요웬처음보는사람이생뚱맞은질문을하길래평소생각대로무심코대답했다그리고갑자기정신을잃었는데난년운동현장에와있었다그리고그곳은내가평소에생각하던대로일본이세계차대전에서패전국이되고한반도는그덕에차세계대전이종전되면서식민지에서해방된세계였다과거가바뀐건가아니면말로만듣던평행세계인가확실한건여긴년시점의세계고난년부터의실제역사를고스란히기억하고있다는것이다게다가자유롭게의사소통할수있는어학능력까지옵션으로붙어있었다내가실제역사에서성공한것만선택하면이세계의한반도는어떤모습이될까밀리터리정복전쟁등의요소는거의안나오는대체역사물입니다장르구분에서는세기과거가배경인회귀물작품이현대판타지로분류된경우가많기에년시점이배경이라현대라고하기에는약간애매하지만일단현대판타지로분류했습니다,대체역사현대판타지
선독점거미가사라진세상,살아돌아가는사람만이모든것각성능력돈을가질수있다년월일배틀림픽이라는곳으로이동된만명의대상자그리고년만의귀환과함께시작된지구의변화그리고향후지구의운명을가를제기배틀림픽의대상자가선정되었다본작품에등장하는인명지명단체명은모두허구임사실과관계없음,판타지현대판타지
선독점번개맞고군주후보자,평소감전이잘되던강민성비오는어느날몬스터와같이번개를맞는다차원이동게이트성장형먼치킨헌터물,판타지현대판타지
선독점고려무신이삼국지를다,고려의만인지상이었던내가이세계에선말단병졸일자무식이의민의좌충우돌삼국지제패,대체역사판타지
듀얼레전드,당신이꿈꾸는모든것이펼쳐지는이곳은듀얼레전드또하나의세상에천재소년이도전장을내민다뭔가더재미있는것을보여봐내가숨쉬는것조차지겨워지기전에대륙을얼어붙게만들순백의화염이지금솟아오른다,게임판타지
선독점미친소드마스터들의구원자,나만이미쳐버린소드마스터를치료할수있다,판타지
무림플레이어,염라대왕이가호를내렸습니다상관에의해가족을잃은박훈염라대왕의도움으로낭인이광으로환생한다특별보상수라도가지급되었습니다지옥에서탈주한십팔악령의형을집행하고사랑하는가족들을지켜낼수있을까,무협
선독점닻으로패는성기사,성기사크레이톤샐보토어는신들의죽음을막기위해나약한살시절로회귀했다겨우고래를맨손으로때려잡고대포보다살짝빠르게포탄을던지며작은철갑선조차옮기지못하고드는게고작인단도직입적으로본인혼자만나약하다고생각하는어린시절로말이다,판타지퓨전
무결도왕,최고로강한사내가온다평생을낭인으로떠돌았지만이제남은것은죽어가는몸뚱이와무결진해뿐기회가주어진다면그때는이렇게살지않겠다가문의검오호도는왼손으로바꿔들고신공무결진해로다시태어난다,무협
무림일괴,천하를뒤져서라도너희를찾아낼게매타자가되어가족을부양하는운유현가족이야말로삶의원천이었다사살려살려주세요혀형구해구타를당하는어린아우를구하다가사경을헤매고선친의인연이돌고돌아그를찾아왔다유현아강해져라네가족을지킬수있게,무협
선독점임기첫날에게이트가열렸다,국회의원임기첫날에하늘에서괴물이떨어졌다,현대판타지판타지
퀘스트무림,띠링천무심법을익히시겠습니까내내가정말로다시태어난거야부모님의유산을노리는친척들의핍박을받던그중소무가의백무강으로환생하는데띠링천무심법을익히시겠습니까가상현실게임중원의능력을얻어승승장구하지만전생의악연은아직끊어지지않았다,무협
나빼고먼치킨,하유신의능력은노오력가입니다능력을받게된나이세유신은죽기직전까지노력해야간신히성장하는최악의재능을받게된다그런데날받아주는곳이있다고노오력가무능력자를받아주는유일한곳은생전처음듣는단체기동타격대였다,현대판타지판타지
매드독스,국가에게버림받은최고의특수요원미친개라불리던최악의용병차준혁사랑하는여인의죽음과자신도목숨을잃고마는데이렇게죽을순없어죽음의경계에서다시돌아왔다설마정말로년전인거야구역질나는세상부터뜯어고쳐야한다악을물어뜯어서라도,현대판타지판타지
선독점귀환자가힘을안숨김,힘을왜숨겨내앞을막으면수단방법안가리고박살내버린다,현대판타지퓨전
선독점걸이번여행기,무협급병맛코믹배꼽빠짐주의개방차원이동걸이번여행기,무협퓨전
선독점다빈치의완성작을늘려보자,분명루브르에서모나리자를보고있었는데눈을떠보니르네상스시대의피렌체더군다나레오나르도다빈치가제안을해왔다자네내새로운비서로일해볼텐가네무슨일을하는데요갑자기된다빈치의비서내가잘해낼수있을까작가블로그,대체역사현대판타지
선독점천재의생무신전직,천재의생이던주인공복수를위해천하제일무신으로전직을한다,무협대체역사
선독점전직용사가퇴마를너무잘함,이세계구원에실패하고현실로돌아온지년취직자리를알아보던나에게경찰들이퇴마를하라고한다,현대판타지판타지
천마재생,이작품은제공사가변경되어재출간된작품이니이용에참고부탁드립니다가족을앗아간집마맹을향한복수를달성한수라천마장후는기억을모두갖춘채다시태어난다지난삶을후회하며어머니를모시며조용히살아가던장후의앞에한여인이나타나고그녀와의인연은그를다시무림으로이끄는데,무협
선독점검술가문도련님이너무잘함,완결조진작가에게악플을달았다가소설속단역이되었다년뒤죽음이예정되어있지만할만했다다털어먹고강해지면되니까,판타지퓨전
선독점미친헌터가너무강함,미친놈이돌아왔다군대로,판타지퓨전
선독점기연에미친무공천재,무협게임속역대급무공천재가되었다근데누가내몸에절맥심어놨어야만의세계무림에서살아남기위해기연을싹쓸이하자,퓨전무협
선독점귀환군주가너무강함,중간계에서버림받은소년이절대자가되어귀환한다기갑물귀환병사이다,판타지
선독점무공쓰는천재배우,한유수배우아니한유수씨그거하나표현을못하시면어쩝니까카메라울렁증으로제대로보여주지못한연기죽음과함께찾아온전생의기억과회귀이제무신의기억으로천재배우로살리라,현대판타지
선독점멸망중인세상마지막신,플레이어가신이되는갓겜속망해가는세상을되살릴마지막신이되었다,판타지
선독점게임속먼치킨이되었다,게임속먼치킨이되었지만공황장애환자,판타지게임
선독점내성좌가과묵하다,내성좌가과묵하다탑성좌시스템헌터,퓨전현대판타지
선독점로또맞고야구단을샀다,구단주스토브리그야구로또재벌재테크만년꼴찌옥토버스는어떻게강팀이되었는가돈벼락맞은살구단주의한국야구개조프로젝트,스포츠현대판타지
선독점망겜에서전사로살아남기,고인물이게임속으로떨어졌다믿을것은직접만든전사캐릭터뿐이다,판타지퓨전
선독점챔프마운드에서다,펀치드렁크를앓다심장마비로죽은복싱세계챔피언눈을떠보니링위였다이게대체무슨조화란말인가다시시작해보라고카악퉷미쳤냐다시링에오르게그러나,스포츠현대판타지
선독점특성빨로무신,어느날헌터로각성한최진우그런데특성등급이급신의축복이라고도불리는급특성처음에는돈을벌고자헌터를시작했으나아름다운보석에는언제나날파리들이꼬이는법최진우는그저동생과편안한삶을살고싶으나미지의존재들이그를가만히두지않는데과연최진우는사건에휘말리지않고평화롭게살수있을까,퓨전판타지
선독점축구가너무쉬움,축구그렇게하는거아닌데테크니컬존가까이에있던감독이내훈수를듣고는화를내며말했다같은새끼야그러면네가뛰어봐,스포츠현대판타지
천라신조,이작품은제공사가변경되어재출간된작품이니이용에참고부탁드립니다여자를꼬시려면어떻게해야할까요우연히시작된절대기인인과의연애상담그것이신조그전설의첫걸음이었다이제날아볼까,무협
나혼자만리빙아머제작자,몬스터가나타나고던전이라는원인모를현상이일어난지년그러한세상에서대장간조수선우현은각성을하게되는데날아다니는검과걸어다니는갑옷빠르게달리는마갑까지그가만든것들이살아움직인다,현대판타지
선독점갓겜의제국,갓겜들의전쟁터인터넷게임의태동기년추억가득한그때로돌아간다면어떤게임을만들겠습니까게임개발물전문가물벤처기업스타트업회귀,현대판타지
선독점남궁세가역대급무공천재,몰락을거듭하던남궁세가에최강의천재가나타났다,무협퓨전
귀환한절대자는역대급헌터,이세계에떨어져년간구르다귀환했더니지구가변해있었다몬스터가창궐하는헌터의시대겨우찾은행복을위해다시강해지리라돌아온절대자전대미문의헌터가되다,퓨전판타지
선독점귀환자는각성을압살한다,어쩌다차원이동으로당도한무림에서내공을소멸시키는능력을얻었다우여곡절끝에귀환한세기능력은여전했다내공대신각성을소멸시켰다강호에선무림공적이었는데여기선다르려나에라모르겠다무림에선못마신사이다나실컷들이키면서살아야지,현대판타지퓨전
킬더엠페러,제국을호령하던대마법사알렉사르황제에게배신당한후소국변방의검술명가망나니로환생한다,판타지퓨전
선독점이세계의능력을흡수함,회빙환없음카피능력자행성침공점점먼치킨생존물모험이능력마검사,판타지퓨전
선독점회차농노로회귀하다,마신살해자벤소원석을사용하자시간이되감겼다라판테대륙의농노였던그때로,판타지퓨전
선독점귀신의재능을삼켜라,귀신넌내밥이야,현대판타지판타지
풍사전기,이작품은제공사가변경되어재출간된작품이니이용에참고부탁드립니다신마께서말씀하시길패도는십초적이고화왕은백초적검성은천초적이라하셨네하나풍사만은얼굴을찡그리시더니일생을싸울자라하셨다더군좌충우돌풍사형로와괴짜동료들의성장기가펼쳐진다,무협
선독점대영제국의폐급장교,한숨자고일어났더니영국군장교가되어있었다이황당함을어떻게표현할수있을까심지어내가전설의폐급이라고,대체역사
선독점무인도에서귀환했더니재벌,무인도에서년만에귀환을했다그런데내가재벌이될팔자인가,현대판타지퓨전
선독점돌싱후대마법사,사랑하던아내는쓸모없어진내게이혼을요청했다내아이가아니라는말과함께돌싱이된나는각성했다대마법사로,판타지
무적행개정판생사결,이전무적행이란이름으로출간되었던작품의개정판입니다자생이불가능한불모지인무신총안에서태어난열세살소년몽예먼저죽이지않으면죽고배고픔때문에동료를죽이는일까지빈번한잔혹하기그지없는지옥같은곳이지만몽예는그곳에서의삶밖에알지못한다궁기가계속되어모두가굶주림에괴로워하던어느날무신총에서탈출시켜주겠다는사람들이나타난다바깥세상을다시보고만끽할수있다는희망에기뻐하는무신총사람들그러나몽예는그자들에게서위화감을느끼고뒤를밟아보는데,무협
천의무봉태규작가무,이작품은제공사가변경되어재출간된작품이니이용에참고부탁드립니다포무천괴포만상하늘이열린이래유일하게완벽했다는자자네가후인을만들수있다면천하는자네를고금을통틀어제일이라칭송할걸세훗그래이렇게팔십년의시간을두고초비윤의불행은예정되었다보경장의삼대독자초비윤아난왜이리불행할까담요하나로시작된불행한소년의기이한행보더이상도망가지도주저앉지도않겠어모두오라고할거야덤비라고할테야난깃발을흔들거야하늘과땅구주에서팔황까지모두가볼수있는커다란깃발을소년이청년이되는날가슴에서솟아난붉은깃발이온천하를감쌀지니나도이제행복해져야겠어,무협
선독점사내연애실패후먼치킨,사내연애실패후길드에서투명인간취급을받고살아가는와중김신의인생에무언가나타났다장비의장팔사모팝니다헤라클레스의히드라활팔아요신화급무기지만급처합니다남자의검카이사르의검팝니다이거뭐야,현대판타지
선독점회귀로세계재벌,긴꿈을꾼것인가꿈에서이미년을살다가깨버렸다어쩔수없이재벌이되야하나보다,현대판타지
선독점재벌총수가대통령으로회,현대그룹재벌총수왕회장년박대통령으로회귀했다권위주의와관료주의에찌든대한민국을능력본위주대한민국으로뜯어고쳐봅시다,대체역사현대판타지
선독점예능국미친가돌아왔다,어느날미친개가시청률을물어오기시작했다,현대판타지판타지
색을보는천재디자이너,예고에합격하고도형편때문에좌절하는강현성년의시공을넘어미래의자신과기억이뒤섞인다색의마술사제임스강화려하나처절한슬픔이뒤범벅된기억을들여다보며결심한다똑같다는보장은없잖아혼란스러운그에게상대의감정이색으로보이는데천재디자이너의좌충우돌세상적응기,판타지
선독점돈지랄마법사,돈지랄하면마나가늘어난다,판타지현대판타지
선독점신발해세상평정기,세기는강자가약자를무자비하게짓밟던시대다대포소리와화약냄새피비린내가세상을뒤덥던년흑룡강성장군의하인으로환생한최대영은한민족의비상을꿈꾼다,대체역사판타지
선독점뉴비가이세계에서살아남,미녀여신에게용사로서소환된대한민국의평범한백수그러나환상으로가득한이세계에서처음으로맞이한건세상에서제일역한구정물이었다이럴거면대체왜환생시켜준건데,판타지퓨전
선독점글쓰는재벌,평생회사를운영하면서살았던인생그끝은췌장암말기였다남은생이라도내가좋아했던일을해보자라는생각에쓰기시작한글행복하다회사를이끌던그어느때보다행복한감정이들기시작했다,현대판타지판타지
선독점천재투수가홈런을안숨김,메이저리그최고의컨트롤마스터가키워낸타자들의악몽그런데홈런도안숨긴다시스템빙의홈런투수전생엔타자노력하는천재쌉마초미각상실그대신개코,스포츠현대판타지
선독점이세계자본주의네크로맨서,네크로맨서가이세계에자본주의를풀었다,판타지퓨전
선독점나태한천재스트라이커,세상이날가만두지않았다그래서세계최고가되어야할것같다좀귀찮긴해도,스포츠현대판타지
영웅쟁패,이작품은제공사가변경되어재출간된작품이니이용에참고부탁드립니다사람으로태어났지만신선과요괴처럼살아가는초인들의세계강호무림강호의가장밑바닥의삶을살아가는삼류낭인으로실력은없지만정의감만은남달라언제나사건과사고에휘말리기일쑤다그러던어느날고월홍에게누군가찾아온다당신께한가지제안을하려고왔어요그의남다른기연은그렇게시작되는데,무협
선독점이혼후빌런각성,착하게살면좋은날이올줄만알았다하지만돌아오는건배신과상처뿐이제는빌런처럼살련다,현대판타지퓨전
선독점천재작가는고등학생이되었다,몰락한천재작가이서준고등학교시절로회귀하다,현대판타지
선독점회귀했더니드래곤의힘을,만년서클마법사김제현마탑의둔재로불리던그가유일한드래곤의계승자가되었다드래곤회귀레벨성장먼치킨사이다헌터마법사,현대판타지판타지
개정판너희가정령을아느냐,온갖정령들을부려서몬스터들을학살하는꿀직업정령사하지만현실은게임과다르다정령사가강해지기위해선반드시현질을해야한다는것이상식그런데그상식이통하지않는유일한정령사가나타났다급헌터강채윤그가세상을비웃으며물었다너희가정령을알아,판타지퓨전
선독점삼국지꿀물의아들이되었다,사신의실수로잘못죽은영혼염라대왕의보상으로세도가의적자로다시태어났다연재시간은시입니다주말은쉽니다,대체역사
선독점축구의신필드에강림하다,무명시절을겪은감독천재축구선수인제자와사고를함께당한뒤괴물로다시태어나다필로스의이전작품년택틱스권완결년퍼스트터치권완결년풋볼매니지먼트권완결년재벌매니지먼트권완결년스타기업인권완결년급구단매니지먼트권완결외전포함년환생자의재벌테크권완결년회귀자의로드투재벌권완결년혈겁강호재건기권완결,스포츠현대판타지
선독점부마무쌍,몰락가문의장남공주의남편이되다,무협판타지
선독점회귀한천재농부는돈을,회귀하고농부가되었다불운을떨쳐내고성공하기까지절대포기하지않으리라,현대판타지판타지
선독점나는조선제일검이다,임진왜란전후에사미승출신이겪게되는일대기조선제일의검으로거듭나는주인공의행보누루하치와힘겨루기를하며,대체역사판타지
선독점흑림의황제,조폭히트맨으로살아가던진호충은마지막의뢰의문제로생의끝을마주했다드럼통속에들어가바다깊이빠지며마지막숨을들이킨순간푸후허어헙상쾌한공기가폐로가득들어왔다무림에서새로운삶이시작됐다,무협퓨전
선독점형사재벌가바보로살아남기,마약수사를하다사고로식물인간이된오순호그에게병원을소유한재벌가의아들희구가찾아왔다희구는남의속마음을읽는초능력과엄청난괴력을지녔지만치명적인결점을가졌으니바로어린아이나다름없는바보란것그런희구의몸에들어가게된오순호는마침내원수를갚으려하지만누낭내말투왜이래요오옹모든말투와행동이바보희구처럼필터링되는어이없는상황속에서오순호는숙적조현태를척살할수있을것인가,현대판타지드라마
선독점힘을내요김과장,온우주의모든물건들이날재벌로만들어준다,현대판타지퓨전
선독점대마법사는빌런을압살한다,멸망한세계에홀로남은대마법사최악의흑막이진우의몸으로다시돌아오다,판타지퓨전
선독점루카스대기간테스시대,남작가셋째루카스대기간테스시대의격류에휩쓸리다성장물영지물기갑물,판타지
이계공돌이재벌성공기,평범하게아르바이트하는곳인줄알았더니꼬장꼬장노인네사장이이세계서클마법사고거기에제국대상회주인이라니대한민국에서네꿈이재벌이라고했었지이제너는베르베르상회의작은주인이며내후계자다그의제자가되어평소꿈꾸던재벌이되나싶었는데그런데빚이수백조란다가만마법과이세계빚은문제가안될것같은데,현대판타지
용살검가수라검마,정파와사파양쪽에게공격받은희대의무공천재검마이서원마지막순간에그가꿈꿨던것은하늘을날아다니는용처럼자유롭게살수있는세상이었다하지만정신을차렸을때그는드래곤을사냥하는용살검가에인헤랴르의장남이되어있었다,퓨전
승승장구배우의신,불운의사고를두번이나겪은국민배우강도준죽음으로가는길은다시스물일곱으로돌아가는길이었다다시한번얻은배우의삶지옥끝에서얻은기회를그저그렇게보낼수는없다외모연기력인성까지갖춘배우의화려한인생이다시시작된다,현대판타지
선독점무장삼국지동월전,당숙이동탁이다혼란한세상내가마침표를찍겠다,대체역사판타지
약사재생,불구로태어나뒷골목에버려진날온갖멸시를받으며비참하게살아왔다평범하게살기위해모든짓을다했다그리고마침내완성된최상급영약어그런데영약이조금남았다,무협
선독점신비문파환생검귀,역천검귀진군휘신비문파의대사형으로환생했다,무협판타지
망해버린재벌가서자의회귀,국가부도의날한때국내위에달했던대호그룹은결국패퇴의길을걷는다세준은서자인자신을지켜주던아버지가돌아가신뒤형제들에게죽임당하고마는데아버지의유품인다이어리를통해전으로회귀한다이번생에는날죽인형제들에게복수하고대호그룹을내가먹는다,현대판타지
마법의신이되다,나는아무것도아닌신이었다주신과모신의막내아들테오파노세상을구하고자목숨을걸었을때새로운힘이발현한다과연새로운신은종말의전쟁을막을수있을것인가괴물들때려잡고나면웃음과행복의신이되자마법을만들어낸신의인간세상모험기,판타지
나혼자평행우주독식,어느날우주적관점으로모래알보다작은지구에평행우주가충돌했다,퓨전
스킬포식하는헌터님,드래곤사냥의미끼가된헌터잡부한재현우연찮게드래곤의피가고여있는곳으로굴러떨어진재현은어디론가이동하게되는데알수없는공간에서검은불길에휩싸여죽고또죽고계속해서죽어가던중화르륵재현의손에서도검은불길이일었다브브레스,현대판타지
선독점게임계의구세주가되었다,찬양하라경배하라왼손에는코인을오른손에는갓겜을든게임계의구세주가회귀하셨으니,현대판타지게임
선독점삼국지제갈량의처남이,공모전참가를고민하던작가는제갈량의처남이되었다,대체역사판타지
선독점전생이셰익스피어였다,시소설희곡대본그모든것의정점내전생은셰익스피어였다,판타지현대판타지
선독점천재사원은의류재벌이되,회귀했다이번엔면접부터역대급이다본작품은순수한창작물이며특정기업과연관이없음을밝혀둡니다,현대판타지
선독점골프의신이강림했다,못다한우정태식과상도는어릴적부터친구였다하지만엇갈린사랑과모진오해를씻지못한채둘의인연은허망하게끝나고만다우정과부자사이죽었건만깨어났더니애증어린친구의아들이되었다대체왜서서히확인되는우정이끈끈한부자간의찰진호흡으로애틋한사랑아재소리를들을나이지만그녀가내게왔다풋풋한스물의그녀가꼰대사고에아이돌의외모를지닌태주는그사랑을잘지켜나갈수있을까신내린골퍼부친의천부적재능을물려받았고전생의기억과남다른이능까지이세상에다시없을위대한골퍼의길을갈것이다사업과삶필드에서는최선을다하는악바리지만일상의삶조차아등바등살고싶진않았다그러한능력이충분하기에,스포츠현대판타지
선독점대마법사는평화롭게살고,여명과낙하의대마법사천지후이계에서마법사로구르기를수백년어찌저찌귀환은했는데지구가좀이상하다여명새벽녘의희미한빛낙하낮게깔린저녁노을,판타지현대판타지
그빵집은무슨죄냐의,어느날다섯살로나의눈앞에상태창이떠올랐다전생했더니제과제빵의달인이되었습니다원대한다짐과는달리시골마을의작은빵집주인이되었다그럭저럭지금생에만족하며살아가려고하는데수상한미남미식가모나한이나타나면서무언가달라지기시작했다레벨업하며상태창에나타난한식재료한식상차림을꿈꾸며도시로상경해빵집을차린로나그런데여기미연시게임속이었어여주가빵순이라매주토요일마다빵집에들러이벤트가열린다는그래서후기에저빵집은무슨죄냐라고달린그빵집의주인이나야빵집의주인로나내가간절히원할때는오지않다가인제와서내가아는현실은내손으로하나하나구워나가는거야내가만든이빵내가게내가서있는여기처럼수상한미남모나한저는세상에서가장끝내주는빵을굽는여자를알고있거든요게임속주인공아실라저는그걸가장잘해요모두에게사랑받는거요,로맨스
선독점나태한천재는거물이되기,타고난능력과두뇌가있으나워낙게을러서그것들을굳이사용하지않는유형어제까지는그랬다,현대판타지판타지
링커유물의주인을찾아,미술사박사이자전문감정사인이도윤하지만그의진정한정체는전세계의권력자와부호들이은밀하게찾는인물예술품과골동품그리고고대의유물에담긴힘을본래의주인에게연결하고옮겨줄수있는사람역사적으로몇명등장하지않았던희귀한능력자링커다,현대판타지
선독점탑스타유령이나를키움,잠에서깬어느날탑스타유령이내눈에보였다,현대판타지드라마
선독점벼락맞은골키퍼,골넣는골키퍼가되고싶었지만현실은출전기회조차못받던강주혁그런그에게벼락이떨어졌다너무느려신체능력과정신적능력활성화벼락에맞고최고의골키퍼가되었다축구먼치킨사이다만능골키퍼개성주인공이나댐,스포츠현대판타지
선독점천재고등학생은음악이보,나를겹겹이품은모든감각을내려놓고내안에있는호수를마주했을때그곳에아직음악이남아있다면그음악은누구나공감할수있다그런마음으로노래하는맹인가수였던전생이떠올랐다음악가수작곡고등학생전생,현대판타지
선독점천재들과함께하는연예계,스타를키우는비결이뭔가요천재를주우세요그리고또다른천재를주우세요그럼새로운천재가나타날겁니다,현대판타지
선독점음악천재는퇴사합니다,내인생최고의미녀가내게먼저말을걸었다,현대판타지드라마
선독점내이동스킬이너무강함,게임속으로들어왔다이동스킬하나만가지고서,판타지퓨전
정령으로레벨업,마나불능이라는특성탓에짐꾼으로살아야만하던하준어느날그에게새로운기회가찾아온다나와계약하겠는가좋아계약하지우연히얻게된정령의힘과특별한시스템과연하준은어디까지나아갈수있을지새로운역사가펼쳐진다,현대판타지
선독점제갈세가차남이흑도맹주,내목을벤놈이누구냐,무협
선독점시골촌놈인줄알았는데천,군대를갔다오니사촌동생이멋대로내습작을투고했다근데영화화하자니요,판타지현대판타지
선독점살인의기억,과거시미래를볼수있는능력과달리과거의자료수집이가능한이능력은정신감응에가깝다타인의기억을의사체험하는능력은상대의기억에무의식적으로끌려가버리게된다단편적으로읽어낸기억의편린조각난퍼즐을맞추어사건에다가가는형사나는그의이야기를해보려한다,판타지현대판타지
선독점기갑천마,중원무림최후의생존자천마강철의거인들로가득한세상에서눈을뜨다판타지기갑천마전쟁밀리터리,판타지전쟁밀리터리
선독점사이코패스가천만배우,태어났을때부터감정을잘느끼지못하였다아니정확히말하자면타인의감정에공감하지못하였다나는분명히남들과달랐고이대로시간이지난다면크게잘못될것이분명했다하지만어느순간마주한꿈들을통해난다른사람의인생을살수있게되었다살수노예예술가등꿈을통해가혹한인생을거듭겪다보니못하는게없는만능이되었고세상에내가하지못할배역은없었다,판타지현대판타지
선독점문과라도안죄송한이세계,문송안함망해가는출판사의편집자김정진은소설속으로가갑부집의무능한막내아들에게빙의한다직장인의꿈돈많은백수가되나했더니왜이렇게능력치를높게줬어백수도못하게이세계에서땅투기하는판타지하는김에동급생왕되는것도도와줌마법도씀,판타지퓨전
선독점투신구성영웅진록,아포칼립스세상호시탐탐세상을노리는이세계몬스터인간들은생존을위한싸움을이어간다그러나권력에눈이먼인간은어디에나있는법혼란한세상에서도그들은세상을지배하려는야욕을부린다이러한세상에서흙수저로태어난아이그러나투지하나만으로몬스터와세상권력에맞선다,무협
인생회차천재아이돌,우리회사아이돌연습생이서바이벌프로그램첫방송을거하게말아먹은날나는생각했다내가해도저거보다는잘하겠다그러자허공에나타난글자미션생성해당방송에서위로데뷔에성공하세요나데뷔할수있을까그것도등으로본작품에등장하는인물제품및단체는실제와무관한것으로허구임을밝힙니다,현대판타지
선독점전생이천재였다,음악엔관심도없던인생이었다근데전생은달랐나보다,현대판타지드라마
선독점창천남궁의실패작,협이무엇이고의가무엇일까즐겁게만해준다면뭐든다상관없다,무협
선독점전직아이돌의배우생활,어쩌다보니아이돌로성공했고배우가되었다살로돌아온지금다시아이돌이되어야할필요는없잖아꿈을찾아삼만리는아니고결국은연기천재가되는이야기성장물연예계배우회귀현대판타지어쩌면힐링,현대판타지드라마
연예계엑스트라왕십리글,연예계의별들이빛날수있는건무대뒤에서그들을받쳐주는엑스트라가있기때문이다별들에게뻗쳐오는마수를걷어내고별이더욱빛날수있도록도와주는존재바로매니저다학창시절부터나는매니저가되고싶었다그리고내가매니저면접을보는날연예계의미다스손이라고불렸던전설적인귀신이들러붙었다,현대판타지
선독점벼락맞고야구천재,재능없이노오오오력만하다은퇴한야구선수벼락맞고일어났더니게임속스킬이써진다번개맞았다고,스포츠현대판타지
사자의아이,오직강한자만이살아남을자격이있다대평원과중앙산맥을중심으로펼쳐지는늑대호랑이오크와의치열한생존경쟁은사자의아이프라일에게살기위해강해지라했다포스를통한헌터의기술과타고난맹수의감각친인의죽음이가져다준분노와고난속에서점차프라일을진정한강자로만드는데무리를지키는것은당연한의무다무리의안전과복수를향한프레일의거친포효가울려퍼진다,판타지
등선인줄알았더니전생이,내가전생의기억을가지고태어난것인가아니면전생의내가지금의나인가혼란속에서아이답지않은아이로자라나는로라스그리고결정했다이사람들의아들로이사람들의소영주로그리살겠노라고,판타지퓨전
선독점돈버는게예술이다,돈을버는건기술이고쓰는건예술이다예술가에서사업가로사업가에서세계재벌을꿈꾼다예술음악미술재벌흙수저신동,현대판타지판타지
리턴에이스,한국인최초로명예의전당에오른에이스윤주혁회귀하다내가꿈을꾸고있나마일을넘나드는강속구조금의피로도느끼지못하는강철체력그리고전성기시절의타격실력까지,현대판타지스포츠
선독점손만대면천만영화,천재영화감독박지훈이젠대중을사로잡겠다,현대판타지드라마
선독점명예로운기사생활,기병의신의축복을받았다양아치방랑기사였던아버지의교육을받았다이제세상으로나가려고한다로우파워먼치킨방랑기사환생모험착각,판타지
검은헌터,지독한배신으로인간의적이되어버린강우최후의순간과거로회귀하여운명을바꿀기회를얻게되는데복수를위해새로운길을걸으며새로운동료와함께복수와사회악에대한처절한징벌을펼쳐나간다,현대판타지
선독점화산파역대급천재,화산파의삼대제자백운호그의꿈속에우화등선했다고알려진전대의초고수가나타나기시작했다,무협
프로농사꾼의귀환,수색영장현대판타지장편소설프로농사꾼의귀환이세계에서개고생한지년가까스로고향에돌아왔지만내농정은내집은내흑염소는몬스터천지가된세기한국하지만상혁의마법앞에적수는없다,판타지퓨전
레드스톰,사막을하나로통일시킨영웅율리안프로보크거침없이사막을질주하는어린그로우율리안야망과복수를자신의손으로이루어내기위해몸부림친다시작은혼자였으나이제그의곁에는강력한전사들이함께한다진정한사막의왕이되기위한그의뜨거운여정기,판타지퓨전
선독점작곡천재는음원깡패,망한작곡가가되는꿈을꿨다근데그게그냥꿈이아니었네그렇다면반대로엔터계를씹어먹어주겠어짝퉁회귀음악작곡엔터시트콤드라마,현대판타지드라마
선독점급천재빌런의회귀,빌런은행복하고싶다,판타지퓨전
선독점이세계최강요리사되다,불검맛으로이세계를평정한다청와대양식팀장신성검쉐프가펼치는맛의향연이세계를맛과캠핑으로중독시킨다,판타지퓨전
