titles,intros,genres
마졸빙의빨로천마지존,왜하필듣보잡마졸이냐고이류소설가문선생자신의소설에빙의한다빙의자는소설의주인공이아닌호천마지존을꿈꾸는마졸의무림일대기,무협
대학원생이야기,교수님아무리그래도괴담연구는좀아니지않습니까입닫고다녀오게졸업안하고싶나괴이와초상현상이난무하는한국진흥대학교내에서벌어지는초상현상에휘말리는두대학원생소명과강민은과연무사히살아남아졸업할수있을까,공포미스테리
듀얼세이버,수많은차원계에오직한명만이존재하는영웅의별잠들어있는검을깨우는영웅이나타난순간세상이바뀌리라그런데네놈은누구냐나는영웅을기다렸건만이놈은도대체뭐란말인가대체여기가어딘데구원자로선택된세한의뒤죽박죽인생이대로버림받고마는것인가,퓨전판타지
년대한광복만세,현대의모든지식과이론을지닌인간인터넷능력을가지고과거로가면무엇을할수있을까역사에서단한사건을바꿀수있다면어떻게할래어떤사건을어떻게바꾸고싶어일본이세계차대전에서독일과오스트리아편을들게할래요그랬으면일본은세계차대전에서패배했을테고한국은그때독립할수있었을테니까요웬처음보는사람이생뚱맞은질문을하길래평소생각대로무심코대답했다그리고갑자기정신을잃었는데난년운동현장에와있었다그리고그곳은내가평소에생각하던대로일본이세계차대전에서패전국이되고한반도는그덕에차세계대전이종전되면서식민지에서해방된세계였다과거가바뀐건가아니면말로만듣던평행세계인가확실한건여긴년시점의세계고난년부터의실제역사를고스란히기억하고있다는것이다게다가자유롭게의사소통할수있는어학능력까지옵션으로붙어있었다내가실제역사에서성공한것만선택하면이세계의한반도는어떤모습이될까밀리터리정복전쟁등의요소는거의안나오는대체역사물입니다장르구분에서는세기과거가배경인회귀물작품이현대판타지로분류된경우가많기에년시점이배경이라현대라고하기에는약간애매하지만일단현대판타지로분류했습니다,대체역사현대판타지
선독점거미가사라진세상,살아돌아가는사람만이모든것각성능력돈을가질수있다년월일배틀림픽이라는곳으로이동된만명의대상자그리고년만의귀환과함께시작된지구의변화그리고향후지구의운명을가를제기배틀림픽의대상자가선정되었다본작품에등장하는인명지명단체명은모두허구임사실과관계없음,판타지현대판타지
선독점번개맞고군주후보자,평소감전이잘되던강민성비오는어느날몬스터와같이번개를맞는다차원이동게이트성장형먼치킨헌터물,판타지현대판타지
선독점고려무신이삼국지를다,고려의만인지상이었던내가이세계에선말단병졸일자무식이의민의좌충우돌삼국지제패,대체역사판타지
듀얼레전드,당신이꿈꾸는모든것이펼쳐지는이곳은듀얼레전드또하나의세상에천재소년이도전장을내민다뭔가더재미있는것을보여봐내가숨쉬는것조차지겨워지기전에대륙을얼어붙게만들순백의화염이지금솟아오른다,게임판타지
선독점미친소드마스터들의구원자,나만이미쳐버린소드마스터를치료할수있다,판타지
무림플레이어,염라대왕이가호를내렸습니다상관에의해가족을잃은박훈염라대왕의도움으로낭인이광으로환생한다특별보상수라도가지급되었습니다지옥에서탈주한십팔악령의형을집행하고사랑하는가족들을지켜낼수있을까,무협
선독점닻으로패는성기사,성기사크레이톤샐보토어는신들의죽음을막기위해나약한살시절로회귀했다겨우고래를맨손으로때려잡고대포보다살짝빠르게포탄을던지며작은철갑선조차옮기지못하고드는게고작인단도직입적으로본인혼자만나약하다고생각하는어린시절로말이다,판타지퓨전
무결도왕,최고로강한사내가온다평생을낭인으로떠돌았지만이제남은것은죽어가는몸뚱이와무결진해뿐기회가주어진다면그때는이렇게살지않겠다가문의검오호도는왼손으로바꿔들고신공무결진해로다시태어난다,무협
무림일괴,천하를뒤져서라도너희를찾아낼게매타자가되어가족을부양하는운유현가족이야말로삶의원천이었다사살려살려주세요혀형구해구타를당하는어린아우를구하다가사경을헤매고선친의인연이돌고돌아그를찾아왔다유현아강해져라네가족을지킬수있게,무협
선독점임기첫날에게이트가열렸다,국회의원임기첫날에하늘에서괴물이떨어졌다,현대판타지판타지
퀘스트무림,띠링천무심법을익히시겠습니까내내가정말로다시태어난거야부모님의유산을노리는친척들의핍박을받던그중소무가의백무강으로환생하는데띠링천무심법을익히시겠습니까가상현실게임중원의능력을얻어승승장구하지만전생의악연은아직끊어지지않았다,무협
나빼고먼치킨,하유신의능력은노오력가입니다능력을받게된나이세유신은죽기직전까지노력해야간신히성장하는최악의재능을받게된다그런데날받아주는곳이있다고노오력가무능력자를받아주는유일한곳은생전처음듣는단체기동타격대였다,현대판타지판타지
선독점스킬무한의만능제작자,나는뭐든제작한다,게임판타지
선독점귀환자가힘을안숨김,힘을왜숨겨내앞을막으면수단방법안가리고박살내버린다,현대판타지퓨전
선독점걸이번여행기,무협급병맛코믹배꼽빠짐주의개방차원이동걸이번여행기,무협퓨전
선독점다빈치의완성작을늘려보자,분명루브르에서모나리자를보고있었는데눈을떠보니르네상스시대의피렌체더군다나레오나르도다빈치가제안을해왔다자네내새로운비서로일해볼텐가네무슨일을하는데요갑자기된다빈치의비서내가잘해낼수있을까작가블로그,대체역사현대판타지
선독점천재의생무신전직,천재의생이던주인공복수를위해천하제일무신으로전직을한다,무협대체역사
선독점전직용사가퇴마를너무잘함,이세계구원에실패하고현실로돌아온지년취직자리를알아보던나에게경찰들이퇴마를하라고한다,현대판타지판타지
천마재생,이작품은제공사가변경되어재출간된작품이니이용에참고부탁드립니다가족을앗아간집마맹을향한복수를달성한수라천마장후는기억을모두갖춘채다시태어난다지난삶을후회하며어머니를모시며조용히살아가던장후의앞에한여인이나타나고그녀와의인연은그를다시무림으로이끄는데,무협
선독점검술가문도련님이너무잘함,완결조진작가에게악플을달았다가소설속단역이되었다년뒤죽음이예정되어있지만할만했다다털어먹고강해지면되니까,판타지퓨전
선독점미친헌터가너무강함,미친놈이돌아왔다군대로,판타지퓨전
선독점기연에미친무공천재,무협게임속역대급무공천재가되었다근데누가내몸에절맥심어놨어야만의세계무림에서살아남기위해기연을싹쓸이하자,퓨전무협
선독점귀환군주가너무강함,중간계에서버림받은소년이절대자가되어귀환한다기갑물귀환병사이다,판타지
선독점무공쓰는천재배우,한유수배우아니한유수씨그거하나표현을못하시면어쩝니까카메라울렁증으로제대로보여주지못한연기죽음과함께찾아온전생의기억과회귀이제무신의기억으로천재배우로살리라,현대판타지
선독점멸망중인세상마지막신,플레이어가신이되는갓겜속망해가는세상을되살릴마지막신이되었다,판타지
선독점게임속먼치킨이되었다,게임속먼치킨이되었지만공황장애환자,판타지게임
선독점내성좌가과묵하다,내성좌가과묵하다탑성좌시스템헌터,퓨전현대판타지
선독점로또맞고야구단을샀다,구단주스토브리그야구로또재벌재테크만년꼴찌옥토버스는어떻게강팀이되었는가돈벼락맞은살구단주의한국야구개조프로젝트,스포츠현대판타지
선독점망겜에서전사로살아남기,고인물이게임속으로떨어졌다믿을것은직접만든전사캐릭터뿐이다,판타지퓨전
선독점챔프마운드에서다,펀치드렁크를앓다심장마비로죽은복싱세계챔피언눈을떠보니링위였다이게대체무슨조화란말인가다시시작해보라고카악퉷미쳤냐다시링에오르게그러나,스포츠현대판타지
선독점특성빨로무신,어느날헌터로각성한최진우그런데특성등급이급신의축복이라고도불리는급특성처음에는돈을벌고자헌터를시작했으나아름다운보석에는언제나날파리들이꼬이는법최진우는그저동생과편안한삶을살고싶으나미지의존재들이그를가만히두지않는데과연최진우는사건에휘말리지않고평화롭게살수있을까,퓨전판타지
선독점축구가너무쉬움,축구그렇게하는거아닌데테크니컬존가까이에있던감독이내훈수를듣고는화를내며말했다같은새끼야그러면네가뛰어봐,스포츠현대판타지
천라신조,이작품은제공사가변경되어재출간된작품이니이용에참고부탁드립니다여자를꼬시려면어떻게해야할까요우연히시작된절대기인인과의연애상담그것이신조그전설의첫걸음이었다이제날아볼까,무협
나혼자만리빙아머제작자,몬스터가나타나고던전이라는원인모를현상이일어난지년그러한세상에서대장간조수선우현은각성을하게되는데날아다니는검과걸어다니는갑옷빠르게달리는마갑까지그가만든것들이살아움직인다,현대판타지
선독점갓겜의제국,갓겜들의전쟁터인터넷게임의태동기년추억가득한그때로돌아간다면어떤게임을만들겠습니까게임개발물전문가물벤처기업스타트업회귀,현대판타지
선독점남궁세가역대급무공천재,몰락을거듭하던남궁세가에최강의천재가나타났다,무협퓨전
귀환한절대자는역대급헌터,이세계에떨어져년간구르다귀환했더니지구가변해있었다몬스터가창궐하는헌터의시대겨우찾은행복을위해다시강해지리라돌아온절대자전대미문의헌터가되다,퓨전판타지
선독점귀환자는각성을압살한다,어쩌다차원이동으로당도한무림에서내공을소멸시키는능력을얻었다우여곡절끝에귀환한세기능력은여전했다내공대신각성을소멸시켰다강호에선무림공적이었는데여기선다르려나에라모르겠다무림에선못마신사이다나실컷들이키면서살아야지,현대판타지퓨전
킬더엠페러,제국을호령하던대마법사알렉사르황제에게배신당한후소국변방의검술명가망나니로환생한다,판타지퓨전
선독점이세계의능력을흡수함,회빙환없음카피능력자행성침공점점먼치킨생존물모험이능력마검사,판타지퓨전
선독점회차농노로회귀하다,마신살해자벤소원석을사용하자시간이되감겼다라판테대륙의농노였던그때로,판타지퓨전
선독점귀신의재능을삼켜라,귀신넌내밥이야,현대판타지판타지
풍사전기,이작품은제공사가변경되어재출간된작품이니이용에참고부탁드립니다신마께서말씀하시길패도는십초적이고화왕은백초적검성은천초적이라하셨네하나풍사만은얼굴을찡그리시더니일생을싸울자라하셨다더군좌충우돌풍사형로와괴짜동료들의성장기가펼쳐진다,무협
선독점대영제국의폐급장교,한숨자고일어났더니영국군장교가되어있었다이황당함을어떻게표현할수있을까심지어내가전설의폐급이라고,대체역사
선독점무인도에서귀환했더니재벌,무인도에서년만에귀환을했다그런데내가재벌이될팔자인가,현대판타지퓨전
선독점돌싱후대마법사,사랑하던아내는쓸모없어진내게이혼을요청했다내아이가아니라는말과함께돌싱이된나는각성했다대마법사로,판타지
무적행개정판생사결,이전무적행이란이름으로출간되었던작품의개정판입니다자생이불가능한불모지인무신총안에서태어난열세살소년몽예먼저죽이지않으면죽고배고픔때문에동료를죽이는일까지빈번한잔혹하기그지없는지옥같은곳이지만몽예는그곳에서의삶밖에알지못한다궁기가계속되어모두가굶주림에괴로워하던어느날무신총에서탈출시켜주겠다는사람들이나타난다바깥세상을다시보고만끽할수있다는희망에기뻐하는무신총사람들그러나몽예는그자들에게서위화감을느끼고뒤를밟아보는데,무협
천의무봉태규작가무,이작품은제공사가변경되어재출간된작품이니이용에참고부탁드립니다포무천괴포만상하늘이열린이래유일하게완벽했다는자자네가후인을만들수있다면천하는자네를고금을통틀어제일이라칭송할걸세훗그래이렇게팔십년의시간을두고초비윤의불행은예정되었다보경장의삼대독자초비윤아난왜이리불행할까담요하나로시작된불행한소년의기이한행보더이상도망가지도주저앉지도않겠어모두오라고할거야덤비라고할테야난깃발을흔들거야하늘과땅구주에서팔황까지모두가볼수있는커다란깃발을소년이청년이되는날가슴에서솟아난붉은깃발이온천하를감쌀지니나도이제행복해져야겠어,무협
선독점사내연애실패후먼치킨,사내연애실패후길드에서투명인간취급을받고살아가는와중김신의인생에무언가나타났다장비의장팔사모팝니다헤라클레스의히드라활팔아요신화급무기지만급처합니다남자의검카이사르의검팝니다이거뭐야,현대판타지
선독점회귀로세계재벌,긴꿈을꾼것인가꿈에서이미년을살다가깨버렸다어쩔수없이재벌이되야하나보다,현대판타지
선독점재벌총수가대통령으로회,현대그룹재벌총수왕회장년박대통령으로회귀했다권위주의와관료주의에찌든대한민국을능력본위주대한민국으로뜯어고쳐봅시다,대체역사현대판타지
선독점예능국미친가돌아왔다,어느날미친개가시청률을물어오기시작했다,현대판타지판타지
색을보는천재디자이너,예고에합격하고도형편때문에좌절하는강현성년의시공을넘어미래의자신과기억이뒤섞인다색의마술사제임스강화려하나처절한슬픔이뒤범벅된기억을들여다보며결심한다똑같다는보장은없잖아혼란스러운그에게상대의감정이색으로보이는데천재디자이너의좌충우돌세상적응기,판타지
선독점돈지랄마법사,돈지랄하면마나가늘어난다,판타지현대판타지
선독점신발해세상평정기,세기는강자가약자를무자비하게짓밟던시대다대포소리와화약냄새피비린내가세상을뒤덥던년흑룡강성장군의하인으로환생한최대영은한민족의비상을꿈꾼다,대체역사판타지
선독점뉴비가이세계에서살아남,미녀여신에게용사로서소환된대한민국의평범한백수그러나환상으로가득한이세계에서처음으로맞이한건세상에서제일역한구정물이었다이럴거면대체왜환생시켜준건데,판타지퓨전
선독점글쓰는재벌,평생회사를운영하면서살았던인생그끝은췌장암말기였다남은생이라도내가좋아했던일을해보자라는생각에쓰기시작한글행복하다회사를이끌던그어느때보다행복한감정이들기시작했다,현대판타지판타지
선독점천재투수가홈런을안숨김,메이저리그최고의컨트롤마스터가키워낸타자들의악몽그런데홈런도안숨긴다시스템빙의홈런투수전생엔타자노력하는천재쌉마초미각상실그대신개코,스포츠현대판타지
선독점이세계자본주의네크로맨서,네크로맨서가이세계에자본주의를풀었다,판타지퓨전
선독점나태한천재스트라이커,세상이날가만두지않았다그래서세계최고가되어야할것같다좀귀찮긴해도,스포츠현대판타지
영웅쟁패,이작품은제공사가변경되어재출간된작품이니이용에참고부탁드립니다사람으로태어났지만신선과요괴처럼살아가는초인들의세계강호무림강호의가장밑바닥의삶을살아가는삼류낭인으로실력은없지만정의감만은남달라언제나사건과사고에휘말리기일쑤다그러던어느날고월홍에게누군가찾아온다당신께한가지제안을하려고왔어요그의남다른기연은그렇게시작되는데,무협
선독점이혼후빌런각성,착하게살면좋은날이올줄만알았다하지만돌아오는건배신과상처뿐이제는빌런처럼살련다,현대판타지퓨전
선독점걸그룹키우는현질러,최애들로돌판정복,현대판타지
